REGION,DISTRICT,WARD,SCHOOL NAME,SCHOOL REG. NUMBER,NECTA EXAM CENTRE NO.,SCHOOL OWNERSHIP,Form 1-Boys,Form 1-Girls,Form 2-Boys,Form 2-Girls,Form 3-Boys,Form 3-Girls,Form 4-Boys,Form 4-Girls,Form 5-Boys,Form 5-Girls,Form 6-Boys,Form 6-Girls,Total Boys,Total Girls,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR,Pass Rate (2016),AVERAGE GPA 2016,BAND OF SCHOOL 2016,BAND OF SCHOOL 2015,RANK OF SCHOOL 2016,RANK OF SCHOOL 2015,Candidates
MOROGORO,MOROGORO MC,BIGWA,SUMAYE,S.1115,S1337,GOVERNMENT,115,121,116,116,99,87,87,128,,,,,417,452,19,35,19,35,16.1,16.1,59,4.2474,7,7,1843,1651,MORE THAN 40
DAR ES SALAAM,KINONDONI MC,MABWEPANDE,DSM PRIME,S.1116,S1276,NON-GOVERNMENT,3,4,10,13,11,9,10,9,,,,,34,35,6,2,6,2,8.6,8.6,82,3.9602,6,8,434,2172,LESS THAN 40
IRINGA,MAFINGA TC,WAMBI,BETHEL SABS,S.1117,S0268,NON-GOVERNMENT,0,79,0,81,0,79,0,47,,,,,0,286,8,8,8,8,17.9,17.9,100,1.7654,2,2,4,10,LESS THAN 40
DAR ES SALAAM,UBUNGO,MBEZI,MBEZI,S.1118,S1278,NON-GOVERNMENT,105,105,80,92,98,112,70,56,90,90,91,79,534,534,24,10,24,10,31.4,31.4,97,3.5759,6,5,498,377,MORE THAN 40
KAGERA,BUKOBA,RUBAFU,KATALE,S.1119,S1580,GOVERNMENT,48,64,59,38,33,27,18,22,,,,,158,151,11,4,11,4,20.6,20.6,55,4.4887,8,9,1218,3302,LESS THAN 40
IRINGA,IRINGA MC,GANGILONGA,HIGHLANDS,S.112,S0312,NON-GOVERNMENT,46,59,72,68,75,73,92,101,43,18,7,5,335,324,19,9,16,8,23.5,27.5,93,3.533,6,5,477,352,MORE THAN 40
MBEYA,MBARALI,CHIMALA,USANGU,S.1120,S1280,NON-GOVERNMENT,13,18,18,24,16,17,18,12,,,,,65,71,11,2,8,2,10.5,13.6,95,3.5354,6,5,168,135,LESS THAN 40
KILIMANJARO,MOSHI,MABOGINI,FARAJA SEMINARI,S.1121,S0194,NON-GOVERNMENT,89,79,100,71,44,65,54,42,,,,,287,257,14,6,14,6,27.2,27.2,100,2.5364,4,3,120,107,MORE THAN 40
KIGOMA,KIGOMA/UJIJI MC,MAJENGO,KICHANGACHUI,S.1122,S1374,GOVERNMENT,83,72,95,79,79,71,84,70,,,,,341,292,18,4,18,4,28.8,28.8,87,3.4857,5,6,447,513,MORE THAN 40
KIGOMA,KIGOMA/UJIJI MC,KIBIRIZI,BURONGE,S.1123,S1351,GOVERNMENT,97,87,148,77,115,39,89,24,37,7,,,486,234,30,12,28,12,17.1,18.0,40,4.4903,8,8,2829,2768,MORE THAN 40
SONGWE,TUNDUMA TC,CHIPAKA,MWL J.K. NYERERE,S.1124,S1344,GOVERNMENT,204,205,152,138,123,151,100,83,141,0,137,0,857,577,26,13,25,13,36.8,37.7,65,4.2205,7,7,1733,972,MORE THAN 40
KAGERA,KYERWA,NKWENDA,RUMANYIKA,S.1125,S0942,NON-GOVERNMENT,6,10,7,9,7,11,,,,,,,20,30,7,4,6,4,4.5,5.0,67,4.3623,8,7,1062,370,LESS THAN 40
KILIMANJARO,MOSHI MC,KIUSA,NORTHERN HIGHLANDS,S.1126,S1284,NON-GOVERNMENT,17,16,19,23,25,38,44,37,16,9,45,13,166,136,13,5,8,2,16.8,30.2,100,3.4558,5,5,427,367,MORE THAN 40
KILIMANJARO,MOSHI,KIRUA VUNJO KUSINI,ANWARITE GIRLS',S.1127,S0269,NON-GOVERNMENT,0,94,0,54,0,78,0,56,,,,,0,282,7,5,7,5,23.5,23.5,100,1.7227,2,2,8,15,MORE THAN 40
GEITA,CHATO,MUGANZA,ZAKIA MEGHJI,S.1128,S1353,GOVERNMENT,203,141,158,153,130,112,112,73,,,,,603,479,22,17,22,11,27.7,32.8,52,4.398,8,7,2446,1173,MORE THAN 40
GEITA,CHATO,KATENDE,KATENDE,S.1129,S1703,GOVERNMENT,26,21,23,16,17,27,29,19,,,,,95,83,9,7,9,7,11.1,11.1,42,4.5609,9,9,3032,3269,MORE THAN 40
SINGIDA,IRAMBA,KINAMPANDA,TUMAINI,S.113,S0348,GOVERNMENT,0,29,0,82,0,80,0,80,0,136,0,65,0,472,18,11,18,11,16.3,16.3,91,3.3348,5,6,369,543,MORE THAN 40
DAR ES SALAAM,KINONDONI MC,MBEZI JUU,LAUREATE INTERNATIONAL,S.1130,,NON-GOVERNMENT,7,6,4,5,11,7,19,10,16,8,11,17,68,53,16,8,16,7,5.0,5.3,,,,,,,
KAGERA,BIHARAMULO,NYAKAHURA,NYAKAHURA,S.1131,S1349,GOVERNMENT,96,99,86,63,63,32,46,32,146,138,123,116,560,480,23,11,23,11,30.6,30.6,94,3.8449,6,6,748,753,MORE THAN 40
PWANI,KISARAWE,MSANGA,JANGUO,S.1132,S1387,GOVERNMENT,53,74,52,51,34,60,19,29,,,,,158,214,12,11,12,11,16.2,16.2,21,4.7428,10,8,3255,2576,MORE THAN 40
MOROGORO,KILOMBERO,MCHOMBE,NAKAGURU,S.1134,S1341,GOVERNMENT,78,71,79,60,50,44,36,36,,,,,243,211,23,10,21,10,13.8,14.6,61,4.3297,8,8,2182,2407,MORE THAN 40
DAR ES SALAAM,UBUNGO,SINZA,SINZA TOWER,S.1135,S1311,NON-GOVERNMENT,7,10,9,22,11,14,7,18,,,,,34,64,9,1,8,1,9.8,10.9,,,,,,,
SINGIDA,SINGIDA MC,MANDEWA,SINGIDA,S.1136,S1292,NON-GOVERNMENT,8,25,32,43,47,50,43,36,,,,,130,154,13,0,13,0,21.8,21.8,99,3.5743,6,5,496,383,MORE THAN 40
DAR ES SALAAM,ILALA MC,KIMANGA,TABATA,S.1137,S1310,NON-GOVERNMENT,3,4,3,15,10,12,16,21,,,,,32,52,7,3,3,3,8.4,14.0,57,4.1537,7,8,734,2532,LESS THAN 40
MWANZA,ILEMELA MC,NYAMANORO,MWANZA BAPTIST,S.1138,S1589,NON-GOVERNMENT,14,12,19,27,17,37,42,66,,,,,92,142,9,2,6,2,21.3,29.3,74,4.2085,7,6,1676,701,MORE THAN 40
DODOMA,DODOMA MC,NKUHUNGU,NKUHUNGU,S.1139,S1313,NON-GOVERNMENT,66,87,73,88,88,74,87,90,,,,,314,339,20,6,17,6,25.1,28.4,95,3.8547,6,6,764,576,MORE THAN 40
KIGOMA,KIGOMA,MKIGO,LAKE TANGANYIKA,S.1140,,NON-GOVERNMENT,4,5,5,6,8,5,7,6,,,,,24,22,6,0,6,0,7.7,7.7,,,,,,,
TANGA,LUSHOTO,SUNGA,UPENDO,S.1141,S1319,NON-GOVERNMENT,1,8,7,14,5,6,9,9,,,,,22,37,5,1,4,0,9.8,14.8,95,3.8298,6,8,311,760,LESS THAN 40
ARUSHA,KARATU,MANG’OLA,ANNA GAMAZO,S.1143,S1822,NON-GOVERNMENT,0,91,0,102,0,80,0,79,0,32,0,30,0,414,20,3,16,3,18.0,21.8,100,2.5098,4,4,114,187,MORE THAN 40
MOROGORO,MOROGORO MC,KIHONDA,PRESBYTERIAN SEMINARI,S.1144,S1330,NON-GOVERNMENT,8,9,28,21,24,26,41,27,,,,,101,83,12,1,10,1,14.2,16.7,98,3.2444,5,5,331,275,MORE THAN 40
DODOMA,KONGWA,KIBAIGWA,PIO,S.1145,S1328,NON-GOVERNMENT,71,50,77,57,94,48,76,53,,,,,318,208,18,6,17,5,21.9,23.9,100,2.9871,4,5,229,268,MORE THAN 40
SHINYANGA,KAHAMA TC,MHONGOLO,MHONGOLO PROGRESSIVE,S.1146,S1334,NON-GOVERNMENT,32,28,80,67,54,56,84,39,,,,,250,190,19,2,8,0,21.0,55.0,100,2.8492,4,4,190,119,MORE THAN 40
SHINYANGA,KAHAMA TC,KAHAMA MJINI,KAHAMA MUSLIM,S.1147,S1333,NON-GOVERNMENT,14,20,22,29,32,35,18,24,,,,,86,108,8,3,6,3,17.6,21.6,85,3.9655,6,6,954,869,MORE THAN 40
DAR ES SALAAM,ILALA MC,MZINGA,MISSION KITUNDA,S.1148,S1329,NON-GOVERNMENT,7,8,11,17,12,20,15,20,,,,,45,65,9,0,5,0,12.2,22.0,66,4.2972,7,6,2052,245,MORE THAN 40
KAGERA,KYERWA,KIMULI,ADOLEC,S.1149,S1339,NON-GOVERNMENT,7,17,19,23,6,18,14,17,1,1,,,47,76,12,2,8,2,8.8,12.3,86,4.1696,7,6,768,258,LESS THAN 40
KILIMANJARO,ROMBO,KIRWA KENI,KIRAENI,S.115,S0207,NON-GOVERNMENT,0,132,0,113,0,145,0,118,0,50,0,49,0,607,17,13,12,13,20.2,24.3,100,2.4333,3,4,95,140,MORE THAN 40
MWANZA,SENGEREMA,IBISABAGENI,ST.CAROLI,S.1151,S0195,NON-GOVERNMENT,66,71,68,63,53,48,48,47,,,,,235,229,18,0,17,0,25.8,27.3,95,3.1479,5,5,288,326,MORE THAN 40
DAR ES SALAAM,ILALA MC,SEGEREA,AMBASSADOR,S.1152,S1342,NON-GOVERNMENT,5,2,4,7,8,3,4,6,,,,,21,18,14,0,14,0,2.8,2.8,100,3.7778,6,6,277,321,LESS THAN 40
DODOMA,DODOMA MC,TAMBUKARELI,AL-QAEM SEMINARY,S.1153,S1350,NON-GOVERNMENT,27,22,32,26,35,0,36,0,,,,,130,48,10,6,6,5,11.1,16.2,100,3.1144,5,4,89,73,LESS THAN 40
DAR ES SALAAM,UBUNGO,MSIGANI,ANNE MARIE,S.1154,S1343,NON-GOVERNMENT,70,43,77,67,108,96,61,45,49,29,55,37,420,317,51,10,44,7,12.1,14.5,100,2.8783,4,4,198,128,MORE THAN 40
RUVUMA,MBINGA,MIKALANGA,MIKALANGA,S.1156,S1346,GOVERNMENT,90,117,73,124,52,95,33,58,,,,,248,394,12,6,12,5,35.7,37.8,100,3.6733,6,8,220,2137,LESS THAN 40
RUVUMA,NYASA,TINGI,TINGI,S.1157,S1347,GOVERNMENT,68,116,50,97,33,57,16,20,,,,,167,290,14,2,14,2,28.6,28.6,70,4.3101,8,8,990,1947,LESS THAN 40
RUVUMA,TUNDURU,MATEMANGA,MATEMANGA,S.1158,S1384,GOVERNMENT,64,83,53,56,35,26,18,5,,,,,170,170,18,4,18,4,15.5,15.5,74,4.1651,7,7,1520,1203,MORE THAN 40
MARA,MUSOMA MC,KWANGWA,KIARA,S.1159,S1470,GOVERNMENT,160,141,120,158,100,111,105,45,,,,,485,455,18,10,17,7,33.6,39.2,48,4.4684,8,8,2748,2133,MORE THAN 40
MARA,BUNDA,MUGETA,CHAMRIHO,S.1160,S1452,GOVERNMENT,93,75,102,78,40,29,22,11,,,,,257,193,17,6,17,6,19.6,19.6,58,4.4012,8,7,2459,1684,MORE THAN 40
MARA,SERENGETI,NATTA,NATTA,S.1161,S1392,GOVERNMENT,110,109,114,76,72,54,41,37,0,107,0,75,337,458,19,8,19,8,29.4,29.4,53,4.4195,8,8,2553,2033,MORE THAN 40
MARA,SERENGETI,KISAKA,KISAKA,S.1162,S1461,GOVERNMENT,102,62,67,63,29,18,25,15,,,,,223,158,8,2,8,2,38.1,38.1,49,4.4539,8,8,2695,2194,MORE THAN 40
MARA,SERENGETI,RIGICHA,RIGICHA,S.1163,S1493,GOVERNMENT,63,62,52,42,21,11,18,17,,,,,154,132,16,2,16,2,15.9,15.9,85,3.8566,6,7,328,466,LESS THAN 40
ARUSHA,KARATU,QURUS,WELWEL,S.1164,S1370,GOVERNMENT,68,47,71,83,42,56,31,40,,,,,212,226,21,20,19,20,10.7,11.2,59,4.3273,8,7,2169,1592,MORE THAN 40
ARUSHA,KARATU,MBULUMBULU,SLAHAMO,S.1165,S1401,GOVERNMENT,45,58,27,40,31,50,21,26,,,,,124,174,12,7,12,7,15.7,15.7,50,4.4082,8,8,2499,2502,MORE THAN 40
ARUSHA,MERU,MARUVANGO,SHISHTON,S.1166,S1548,GOVERNMENT,31,53,44,70,25,48,12,22,,,,,112,193,22,8,20,8,10.2,10.9,64,4.3176,8,9,2130,2883,MORE THAN 40
PWANI,MKURANGA,KIMANZICHANA,MKAMBA,S.1167,S2494,GOVERNMENT,75,138,34,50,22,22,18,20,,,,,149,230,13,8,13,8,18.0,18.0,47,4.5079,9,8,2891,2479,MORE THAN 40
GEITA,GEITA,KAMENA,KAMENA,S.1168,S1356,GOVERNMENT,103,107,101,96,70,41,61,16,,,,,335,260,18,9,18,9,22.0,22.0,62,4.2926,7,7,2028,1304,MORE THAN 40
GEITA,GEITA,KAMHANGA,KAMHANGA,S.1169,S1400,GOVERNMENT,77,50,74,52,38,39,41,15,,,,,230,156,13,10,13,10,16.8,16.8,52,4.4638,8,8,2734,2511,MORE THAN 40
MOROGORO,MOROGORO MC,KILAKALA,ST. PETER'S,S.117,S0154,NON-GOVERNMENT,104,0,63,0,80,0,35,0,12,0,9,0,303,0,17,0,12,0,17.8,25.3,100,2.0753,3,3,31,77,MORE THAN 40
GEITA,NYANG'HWALE,BUKWIMBA,BUKWIMBA,S.1170,S1415,GOVERNMENT,73,108,97,79,46,58,43,31,,,,,259,276,20,5,20,5,21.4,21.4,85,3.8692,6,6,782,685,MORE THAN 40
GEITA,NYANG'HWALE,MWINGIRO,MWINGIRO,S.1171,S1398,GOVERNMENT,65,54,53,43,30,32,24,11,,,,,172,140,19,3,19,3,14.2,14.2,72,4.2101,7,8,842,2090,LESS THAN 40
GEITA,GEITA,KATORO,KATORO,S.1172,S1397,GOVERNMENT,331,290,284,290,232,177,123,112,,,,,970,869,36,18,33,18,34.1,36.1,54,4.3866,8,7,2402,1237,MORE THAN 40
MANYARA,MBULU TC,TLAWI,TLAWI,S.1173,S2386,GOVERNMENT,56,76,28,89,30,58,18,56,0,108,0,74,132,461,24,8,24,8,18.5,18.5,89,3.9099,6,7,847,1506,MORE THAN 40
TANGA,BUMBULI,MAMBA,MBELEI,S.1174,S1373,GOVERNMENT,73,118,108,179,35,129,40,89,0,46,,,256,561,12,13,12,13,32.7,32.7,65,4.2172,7,7,1719,1554,MORE THAN 40
TANGA,LUSHOTO,MALIBWI,MALIBWI,S.1175,S1381,GOVERNMENT,25,45,28,44,31,36,14,22,,,,,98,147,9,7,9,7,15.3,15.3,67,4.2831,7,8,1977,1921,MORE THAN 40
TANGA,KOROGWE,MNYUZI,HALE,S.1176,S1367,GOVERNMENT,95,96,98,102,58,58,40,54,,,,,291,310,16,22,15,22,15.8,16.2,50,4.3601,8,7,2295,1713,MORE THAN 40
KILIMANJARO,MOSHI MC,KIBORLONI,KIBORILONI,S.1177,S1416,GOVERNMENT,94,105,79,113,78,107,76,81,,,,,327,406,23,33,22,33,13.1,13.3,75,4.0121,7,7,1074,1766,MORE THAN 40
KILIMANJARO,HAI,MACHAME MASHARIKI,LYASIKIKA,S.1178,S1386,GOVERNMENT,53,59,59,50,37,30,38,45,,,,,187,184,19,15,19,15,10.9,10.9,64,4.145,7,8,1454,2751,MORE THAN 40
MANYARA,BABATI,QAMEYU,QAMEYU,S.1179,S1550,GOVERNMENT,29,49,23,76,28,61,12,31,,,,,92,217,15,2,15,2,18.2,18.2,79,3.9332,6,7,886,1607,MORE THAN 40
SIMIYU,MASWA,SHANWA,NYALIKUNGU,S.1180,S1539,GOVERNMENT,64,62,77,103,78,64,56,56,,,,,275,285,19,11,19,11,18.7,18.7,43,4.5034,9,8,2876,1909,MORE THAN 40
SINGIDA,SINGIDA,NGIMU,NGIMU,S.1181,S1417,GOVERNMENT,33,52,35,50,19,26,17,22,,,,,104,150,11,1,11,1,21.2,21.2,57,4.4032,8,7,2468,1047,MORE THAN 40
RUKWA,SUMBAWANGA MC,IZIA,SUMBAWANGA,S.1182,S1648,GOVERNMENT,115,121,124,136,90,81,72,84,104,0,92,0,597,422,27,22,26,22,20.8,21.2,76,4.001,7,7,1041,973,MORE THAN 40
RUKWA,SUMBAWANGA,KIPETA,KIPETA,S.1183,S2497,GOVERNMENT,46,46,39,20,20,8,7,7,,,,,112,81,15,2,15,2,11.4,11.4,75,4.1459,7,8,721,924,LESS THAN 40
RUKWA,KALAMBO,KISUMBA,CHISENGA,S.1184,S1552,GOVERNMENT,101,44,87,38,45,12,29,6,,,,,262,100,14,2,13,2,22.6,24.1,37,4.6617,9,8,3212,1875,MORE THAN 40
RUKWA,SUMBAWANGA,MPUI,MPUI,S.1185,S2453,GOVERNMENT,81,90,48,45,40,38,32,29,,,,,201,202,17,7,17,7,16.8,16.8,51,4.4161,8,9,2535,3265,MORE THAN 40
NJOMBE,WANGING'OMBE,KIPENGELE,MOUNT KIPENGELE,S.1186,S2357,GOVERNMENT,55,42,31,47,26,44,17,45,37,34,,,166,212,19,10,19,10,13.0,13.0,91,4.0602,7,8,1194,2515,MORE THAN 40
NJOMBE,MAKETE,IKUWO,IKUWO,S.1187,S1476,GOVERNMENT,62,72,35,33,33,34,25,30,,,,,155,169,19,4,19,4,14.1,14.1,82,4.0248,7,8,1110,2001,MORE THAN 40
DODOMA,MPWAPWA,MPWAPWA MJINI,IHALA,S.1188,S1502,GOVERNMENT,83,63,60,53,56,53,40,40,,,,,239,209,13,14,13,14,16.6,16.6,49,4.3974,8,8,2442,2650,MORE THAN 40
RUVUMA,MBINGA,KIPOLOLO,KIPOLOLO,S.1189,S1464,GOVERNMENT,15,25,35,31,18,18,13,19,,,,,81,93,8,3,8,3,15.8,15.8,76,4.0961,7,8,631,963,LESS THAN 40
NJOMBE,NJOMBE TC,MJIMWEMA,NJOMBE,S.119,,GOVERNMENT,,,,,,,,,475,0,455,0,930,0,63,29,63,29,10.1,10.1,,,,,,,
RUVUMA,MBINGA TC,MPEPAI,DR. SHEIN,S.1190,S2650,GOVERNMENT,57,59,43,68,16,32,15,17,,,,,131,176,12,2,12,2,21.9,21.9,77,4.2571,7,7,911,614,LESS THAN 40
KAGERA,NGARA,MUGOMA,MUGOMA,S.1191,S1583,GOVERNMENT,49,63,45,57,15,26,21,28,,,,,130,174,13,9,13,9,13.8,13.8,100,3.6818,6,8,223,1899,LESS THAN 40
SHINYANGA,KISHAPU,KISHAPU,KISHAPU,S.1192,S1418,GOVERNMENT,76,72,63,67,42,53,37,29,68,0,59,0,345,221,14,10,14,10,23.6,23.6,61,4.2775,7,7,1962,1575,MORE THAN 40
SIMIYU,MEATU,MWABUZO,NYALANJA,S.1193,S2105,GOVERNMENT,23,28,24,28,16,14,17,7,0,51,0,23,80,151,8,4,8,4,19.3,19.3,70,4.4525,8,9,1188,3114,LESS THAN 40
PWANI,KISARAWE,KISARAWE,CHANZIGE,S.1194,S1396,GOVERNMENT,47,47,53,59,28,35,24,25,,,,,152,166,12,35,12,35,6.8,6.8,45,4.5207,9,9,2927,3098,MORE THAN 40
GEITA,NYANG'HWALE,KHARUMWA,MSALALA,S.1195,S1410,GOVERNMENT,157,156,130,144,102,69,60,56,,,,,449,425,22,11,22,11,26.5,26.5,86,4.0359,7,7,1139,1425,MORE THAN 40
GEITA,GEITA TC,KANYALA,KASAMWA,S.1196,S1402,GOVERNMENT,200,193,174,160,124,77,78,54,,,,,576,484,31,22,30,22,20.0,20.4,57,4.3927,8,7,2426,1370,MORE THAN 40
PWANI,KIBITI,RUARUKE,RUARUKE,S.1197,S1376,GOVERNMENT,65,46,32,29,21,17,16,9,,,,,134,101,12,5,12,5,13.8,13.8,48,4.5313,9,9,2956,989,MORE THAN 40
PWANI,RUFIJI,MOHORO,MOHORO,S.1198,S2512,GOVERNMENT,78,80,60,61,40,35,44,29,,,,,222,205,14,10,14,10,17.8,17.8,42,4.4902,8,9,2828,3368,MORE THAN 40
TANGA,MUHEZA,TINGENI,KERENGE,S.1199,S2375,GOVERNMENT,36,49,54,67,40,33,27,20,,,,,157,169,15,13,12,3,11.6,21.7,28,4.6714,9,9,3214,2915,MORE THAN 40
DAR ES SALAAM,ILALA MC,KISUTU,KISUTU,S.12,S0208,GOVERNMENT,,,0,152,0,179,0,114,,,,,0,445,17,30,16,30,9.5,9.7,98,3.0463,5,6,250,505,MORE THAN 40
MWANZA,SENGEREMA,MWABALUHI,SENGEREMA,S.120,,GOVERNMENT,,,,,,,,,560,0,571,0,1131,0,41,9,41,9,22.6,22.6,,,,,,,
MOROGORO,MALINYI,MTIMBIRA,MTIMBIRA,S.1200,S1575,GOVERNMENT,109,99,65,76,65,47,38,45,,,,,277,267,10,7,10,7,32.0,32.0,58,4.3651,8,8,2315,2308,MORE THAN 40
MOROGORO,ULANGA,NAWENGE,NAWENGE,S.1201,S1535,GOVERNMENT,64,75,40,40,53,56,42,51,42,71,85,49,326,342,11,14,11,14,26.7,26.7,74,4.1266,7,8,1391,2146,MORE THAN 40
MWANZA,BUCHOSA,BANGWE,BANGWE,S.1202,S1419,GOVERNMENT,138,97,72,78,43,38,38,33,,,,,291,246,11,2,11,2,41.3,41.3,50,4.5408,9,9,2988,3158,MORE THAN 40
KIGOMA,KIGOMA/UJIJI MC,MWANGA KASKAZINI,KATUBUKA,S.1203,S1489,GOVERNMENT,75,88,132,131,103,78,91,79,,,,,401,376,15,18,12,16,23.5,27.8,54,4.3907,8,8,2414,2780,MORE THAN 40
KIGOMA,KIBONDO,MABAMBA,KUMGOGO,S.1204,S1607,GOVERNMENT,77,64,66,55,31,26,39,27,,,,,213,172,12,4,12,4,24.1,24.1,82,4.0173,7,7,1093,996,MORE THAN 40
KIGOMA,KAKONKO,KASANDA,KASANDA,S.1205,S1405,GOVERNMENT,56,65,48,47,50,38,40,9,,,,,194,159,13,3,13,3,22.1,22.1,100,3.7156,6,7,607,365,MORE THAN 40
KIGOMA,KAKONKO,KAKONKO,KAKONKO,S.1206,S1598,GOVERNMENT,58,57,49,38,33,24,40,23,,,,,180,142,11,11,11,11,14.6,14.6,91,4.0197,7,7,1097,905,MORE THAN 40
KIGOMA,KASULU TC,HERU JUU,KASANGE,S.1207,S1525,GOVERNMENT,58,38,53,28,42,25,57,45,,,,,210,136,11,7,11,7,19.2,19.2,70,4.4214,8,9,2564,3186,MORE THAN 40
KIGOMA,KASULU,NYAKITONTO,NYAKITONTO,S.1208,S1500,GOVERNMENT,83,62,64,59,67,43,78,40,,,,,292,204,19,3,13,2,22.5,33.1,89,3.948,6,7,919,1071,MORE THAN 40
KIGOMA,KASULU,MAKERE,MAKERE,S.1209,S1501,GOVERNMENT,113,72,105,53,50,37,59,50,,,,,327,212,16,3,15,3,28.4,29.9,90,4.0208,7,6,1099,863,MORE THAN 40
KIGOMA,UVINZA,BUHINGU,BUHINGU,S.1210,S2316,GOVERNMENT,121,80,89,41,37,18,26,15,,,,,273,154,7,0,7,0,61.0,61.0,71,4.1745,7,8,779,942,LESS THAN 40
KIGOMA,UVINZA,KANDAGA,KALENGE,S.1211,S1611,GOVERNMENT,69,50,43,40,35,35,47,17,74,0,,,268,142,15,3,15,3,22.8,22.8,80,4.2372,7,8,1801,2301,MORE THAN 40
MTWARA,MTWARA MIKINDANI MC,VIGAENI,RAHALEO,S.1212,S1545,GOVERNMENT,57,52,73,73,62,45,43,32,,,,,235,202,16,14,16,14,14.6,14.6,49,4.5001,9,8,2867,2059,MORE THAN 40
MTWARA,MTWARA MIKINDANI MC,UFUKONI,SINO TANZANIA FRIENDSHIP,S.1213,S1547,GOVERNMENT,60,65,43,95,49,49,36,53,,,,,188,262,18,14,13,8,14.1,21.4,56,4.5,9,8,2866,2229,MORE THAN 40
MTWARA,MTWARA MIKINDANI MC,SHANGANI,SHANGANI,S.1214,S1491,GOVERNMENT,33,55,51,61,63,61,42,41,,,,,189,218,14,21,12,20,11.6,12.7,66,4.2956,7,7,2044,1113,MORE THAN 40
MTWARA,TANDAHIMBA,MNYAWA,MNYAWA,S.1215,S1542,GOVERNMENT,40,42,30,54,14,22,15,15,,,,,99,133,7,1,7,1,29.0,29.0,60,4.4021,8,7,2463,691,MORE THAN 40
MTWARA,TANDAHIMBA,CHAUME,CHAUME,S.1216,S1468,GOVERNMENT,69,67,51,49,29,20,17,17,,,,,166,153,8,5,8,5,24.5,24.5,52,4.4341,8,9,1165,3169,LESS THAN 40
MTWARA,MASASI,MAKONG’ONDA,MAKONG'ONDA,S.1217,S1421,GOVERNMENT,67,38,54,93,57,59,19,12,,,,,197,202,13,1,13,1,28.5,28.5,76,4.3186,8,7,2135,921,MORE THAN 40
MTWARA,NANYUMBU,MICHIGA,MICHIGA,S.1218,S1435,GOVERNMENT,35,19,51,65,18,15,13,8,,,,,117,107,14,9,14,9,9.7,9.7,33,4.6239,9,7,1365,532,LESS THAN 40
MTWARA,MASASI,CHIGUGU,MBEMBA,S.1219,S1516,GOVERNMENT,45,53,47,68,32,27,16,15,,,,,140,163,10,5,10,5,20.2,20.2,47,4.4571,8,7,2707,1685,MORE THAN 40
MTWARA,MTWARA,ZIWANI,ZIWANI,S.1220,S3488,GOVERNMENT,80,73,61,63,44,36,20,24,,,,,205,196,24,13,24,13,10.8,10.8,76,4.2343,7,8,1783,2424,MORE THAN 40
MTWARA,NEWALA TC,MKUNYA,KIUTA,S.1221,S1411,GOVERNMENT,51,31,37,51,26,38,28,22,0,53,,,142,195,8,7,7,6,22.5,25.9,67,4.1079,7,7,1331,611,MORE THAN 40
RUVUMA,MBINGA TC,MBANGAMAO,MBANGAMAO,S.1223,S1359,GOVERNMENT,44,84,60,88,56,42,15,22,,,,,175,236,18,6,18,6,17.1,17.1,88,3.975,6,7,451,668,LESS THAN 40
MOROGORO,MVOMERO,MHONDA,MURAD SADDIQ,S.1224,S1486,GOVERNMENT,91,136,112,145,65,69,60,94,,,,,328,444,27,19,27,19,16.8,16.8,44,4.4899,8,8,2825,2592,MORE THAN 40
KAGERA,BUKOBA MC,KITENDAGURO,KAGEMU,S.1225,S1482,GOVERNMENT,118,117,69,68,44,40,88,87,,,,,319,312,24,13,24,13,17.1,17.1,84,4.1727,7,9,1543,2867,MORE THAN 40
KAGERA,MULEBA,KIKUKU,KAGOMA,S.1226,S1438,GOVERNMENT,100,125,95,109,54,48,46,24,,,,,295,306,18,13,18,13,19.4,19.4,79,4.196,7,7,1634,1465,MORE THAN 40
MOROGORO,KILOSA,MASANZE,MASANZE,S.1227,S1414,GOVERNMENT,26,33,33,33,16,19,14,12,,,,,89,97,12,4,9,4,11.6,14.3,37,4.6428,9,9,3185,1012,MORE THAN 40
MTWARA,TANDAHIMBA,NAMIKUPA,NAMIKUPA,S.1228,S1541,GOVERNMENT,49,75,35,64,40,38,12,9,,,,,136,186,13,7,13,7,16.1,16.1,69,4.2609,7,9,1898,2984,MORE THAN 40
MTWARA,NEWALA TC,MAKONGA,MTANGALANGA,S.1229,S1451,GOVERNMENT,55,66,62,125,39,60,30,22,,,,,186,273,9,5,9,5,32.8,32.8,72,4.177,7,7,1556,1540,MORE THAN 40
MTWARA,NANYUMBU,NANYUMBU,NANYUMBU,S.1230,S1540,GOVERNMENT,34,39,61,81,45,35,17,6,,,,,157,161,16,10,16,10,12.2,12.2,36,4.5317,9,9,2959,2913,MORE THAN 40
SONGWE,MBOZI,IHANDA,IHANDA,S.1231,S1649,GOVERNMENT,102,152,145,155,92,96,69,76,,,,,408,479,22,18,22,18,22.2,22.2,59,4.3024,8,7,2070,1429,MORE THAN 40
SONGWE,MBOZI,ISANSA,MSENSE,S.1232,S2478,GOVERNMENT,91,103,96,121,60,77,21,48,,,,,268,349,19,10,19,10,21.3,21.3,62,4.2472,7,8,1842,2670,MORE THAN 40
